0.016;0.019;-0.900
-0.002;0.036;-0.884
-0.044;-0.017;-0.882
0.033;0.036;-0.874
-0.002;-0.248;-0.849
-0.062;0.000;-0.847
-0.002;-0.513;-0.853
0.068;-0.053;-0.847
0.087;-0.460;-0.831
0.109;-0.478;-0.829
-0.073;-0.496;-0.842
0.033;-0.230;-0.843
-0.073;-0.525;-0.829
-0.057;-0.336;-0.829
0.078;0.000;-0.829
-0.020;-0.372;-0.830
0.016;-0.549;-0.813
0.069;0.041;-0.811
-0.092;-0.443;-0.811
0.102;-0.195;-0.811
-0.020;-0.106;-0.813
0.087;-0.301;-0.825
0.055;-0.124;-0.811
0.087;-0.443;-0.825
-0.108;-0.238;-0.811
-0.036;0.089;-0.794
0.033;0.115;-0.794
0.087;-0.080;-0.794
0.104;-0.177;-0.802
-0.091;-0.212;-0.811
0.122;-0.301;-0.800
-0.126;-0.221;-0.794
-0.020;0.124;-0.776
0.045;0.881;0.010
0.180;-0.425;-0.776
0.016;-0.567;-0.786
0.016;-0.572;-0.776
0.157;-0.537;-0.776
0.122;-0.159;-0.777
-0.126;-0.394;-0.776
-0.175;-0.443;-0.758
0.211;-0.443;-0.761
-0.091;-0.052;-0.758
0.051;-0.578;-0.758
-0.108;-0.159;-0.765
-0.161;-0.283;-0.758
-0.161;-0.407;-0.758
-0.037;0.126;-0.741
-0.127;-0.141;-0.741
-0.126;-0.567;-0.752
-0.179;-0.389;-0.742
-0.179;-0.443;-0.755
0.175;-0.195;-0.755
0.211;-0.425;-0.756
0.070;-0.584;-0.741
0.033;0.160;-0.734
-0.073;0.053;-0.728
-0.144;-0.124;-0.723
-0.161;-0.159;-0.731
-0.215;-0.460;-0.727
0.202;-0.319;-0.723
0.239;-0.389;-0.723
0.114;-0.584;-0.723
-0.144;-0.584;-0.705
-0.037;-0.612;-0.705
0.072;0.301;-0.705
-0.051;0.124;-0.705
0.177;-0.088;-0.705
-0.126;-0.053;-0.708
0.228;-0.265;-0.712
0.263;-0.407;-0.705
0.175;-0.566;-0.705
0.224;-0.513;-0.705
0.069;0.377;-0.687
-0.205;-0.549;-0.687
0.069;0.319;-0.705
-0.020;0.231;-0.702
0.087;0.319;-0.704
0.157;0.337;-0.697
0.122;0.284;-0.687
-0.250;-0.177;-0.695
0.175;-0.053;-0.701
0.193;-0.124;-0.704
-0.232;-0.283;-0.698
0.264;-0.265;-0.690
-0.231;-0.513;-0.687
0.104;-0.604;-0.687
-0.073;0.384;-0.670
0.193;0.372;-0.675
-0.165;0.301;-0.670
0.212;0.319;-0.670
0.065;0.213;-0.670
0.220;-0.017;-0.670
0.281;-0.071;-0.676
-0.268;-0.159;-0.687
-0.156;-0.017;-0.670
-0.286;-0.265;-0.670
0.302;-0.354;-0.670
0.252;-0.496;-0.670
0.246;-0.506;-0.670
-0.144;0.390;-0.652
-0.091;0.406;-0.652
0.016;0.408;-0.660
-0.179;0.301;-0.664
-0.108;0.245;-0.652
-0.105;0.071;-0.652
-0.232;-0.050;-0.652
0.317;-0.071;-0.661
-0.161;0.000;-0.653
-0.161;-0.017;-0.666
-0.303;-0.283;-0.659
-0.285;-0.407;-0.654
0.140;-0.602;-0.662
0.220;-0.549;-0.652
-0.179;0.390;-0.637
-0.091;0.408;-0.651
0.140;0.243;-0.634
-0.243;0.319;-0.634
0.087;0.160;-0.637
0.175;0.045;-0.634
0.281;-0.016;-0.634
-0.303;-0.088;-0.639
-0.321;-0.195;-0.651
-0.212;-0.017;-0.634
-0.321;-0.319;-0.649
-0.285;-0.443;-0.637
-0.215;-0.567;-0.637
-0.020;-0.645;-0.634
-0.073;0.462;-0.617
0.173;0.858;0.126
0.299;0.355;-0.622
-0.262;0.284;-0.617
0.317;0.318;-0.617
0.299;0.280;-0.617
0.117;0.124;-0.617
0.175;0.064;-0.617
0.246;0.027;-0.617
0.352;-0.053;-0.623
-0.352;-0.319;-0.617
0.318;-0.425;-0.617
0.395;-0.248;-0.617
-0.073;-0.650;-0.617
0.264;-0.518;-0.617
-0.250;0.378;-0.599
0.175;0.468;-0.599
0.264;0.410;-0.599
-0.091;0.491;-0.599
0.299;0.266;-0.613
-0.268;0.284;-0.614
0.140;0.089;-0.616
-0.197;0.213;-0.613
-0.108;0.195;-0.615
-0.108;0.124;-0.608
-0.232;0.000;-0.610
0.352;-0.372;-0.608
-0.374;-0.193;-0.599
0.359;-0.372;-0.599
0.247;-0.549;-0.599
-0.215;-0.584;-0.603
-0.215;0.436;-0.581
0.157;0.513;-0.581
0.221;0.461;-0.581
0.345;0.355;-0.581
-0.179;0.461;-0.586
0.193;0.124;-0.587
-0.321;0.248;-0.586
-0.303;0.192;-0.581
-0.232;0.147;-0.581
-0.161;0.107;-0.583
-0.290;0.000;-0.581
-0.333;-0.035;-0.581
0.335;-0.440;-0.581
0.388;-0.349;-0.581
-0.356;-0.354;-0.594
-0.298;-0.496;-0.581
-0.037;-0.671;-0.581
-0.073;-0.673;-0.569
0.016;-0.681;-0.563
-0.091;0.567;-0.560
0.033;0.567;-0.571
-0.197;0.479;-0.569
0.335;0.213;-0.580
-0.339;0.211;-0.563
0.299;0.107;-0.573
0.376;0.319;-0.563
0.351;0.053;-0.563
-0.299;0.036;-0.563
0.441;-0.124;-0.564
-0.403;-0.159;-0.563
0.397;-0.354;-0.563
-0.339;-0.425;-0.570
-0.232;-0.584;-0.563
-0.268;0.430;-0.546
-0.232;0.549;-0.510
-0.161;0.554;-0.546
-0.002;0.603;-0.548
0.281;0.457;-0.546
